arxiv_id,base_arxiv_id,title,published_year,primary_category,all_categories,pdf_path,pdf_sha256,pdf_pages,pdf_scanned,pdf_status,survey_scope,llm_relevance_hits,llm_relevance_score,mlir_circt_level,mlir_circt_hits,mlir_circt_pages,mlir_circt_evidence,hls_level,hls_hits,hls_pages,hls_evidence,overlay_level,overlay_hits,overlay_pages,overlay_evidence,param_rtl_level,param_rtl_hits,param_rtl_pages,param_rtl_evidence,dataflow_level,dataflow_hits,dataflow_pages,dataflow_evidence,cpu_fpga_fallback_level,cpu_fpga_fallback_hits,cpu_fpga_fallback_pages,cpu_fpga_fallback_evidence,realistically_reusable,top_route_candidates,route_notes
2503.11685v1,2503.11685,CORDIC Is All You Need,2025,cs.AR,cs.AR|cs.CV|eess.IV,LLM-inference-on-FPGA-papers/papers/2503.11685v1.pdf,f124128b5d8bcd7be9e56a285c3f8e068b4b8dcbe2480c5b12a0d3ce134be277,29,yes,ok,full_paper, llm;transformer;attention;gpt;decode;inference,0.55,medium,tensor;llvm,"tensor@p4,14,16,21,24;llvm@p16","tensor@p4,14,16,21,24;llvm@p16",low,llvm,llvm@p16,llvm@p16,low,instruction set,instruction set@p16,instruction set@p16,low, rtl, rtl@p21,rtl@p21,high,dataflow;pipeline;systolic;tiling,"dataflow@p1,18;pipeline@p1,5,6,7,8,9,11,12,13,16,18,20,22;systolic@p1,3,4,6,7,11,14,15,16,17,18,20,21,22,23;tiling@p6,7,19","dataflow@p1,18;pipeline@p1,5,6,7,8,9,11,12,13,16,18,20,22;systolic@p1,3,4,6,7,11,14,15,16,17,18,20,21,22,23;tiling@p6,7,19",high, cpu;ps ;co-design;hybrid;host," cpu@p2,6,24;ps @p3,12,16,17,19,22,23,26;co-design@p6;hybrid@p8,12;host@p16,17","cpu@p2,6,24;ps @p3,12,16,17,19,22,23,26;co-design@p6;hybrid@p8,12;host@p16,17",high,cpu_fpga_fallback:high;dataflow:high;mlir_circt:medium,"cpu_fpga_fallback:high via  cpu@p2,6,24;ps @p3,12,16,17,19,22,23,26;co-design@p6;hybrid@p8,12;host@p16,17"
2503.16731v3,2503.16731,Design and Implementation of an FPGA-Based Hardware Accelerator for Transformer,2025,cs.AR,cs.AR|cs.CL|cs.LG,LLM-inference-on-FPGA-papers/papers/2503.16731v3.pdf,4ba5241559e66e8d0fee5ab7e80ed31d8b9462f117ef4fce73d0e905a837d61a,7,yes,ok,full_paper, llm;large language model;transformer;attention;inference,0.45,none,,,,high,high-level synthesis; hls;vivado hls;vitis hls,"high-level synthesis@p2; hls@p2,3,4,6,7;vivado hls@p3,4;vitis hls@p4","high-level synthesis@p2;hls@p2,3,4,6,7;vivado hls@p3,4;vitis hls@p4",low,overlay,"overlay@p2,4,6,7","overlay@p2,4,6,7",low, rtl, rtl@p4,rtl@p4,high,systolic;tiling;dataflow;pipeline;memory hierarchy;streaming,"systolic@p1,2,6;tiling@p1,2,3,6;dataflow@p2,3,7;pipeline@p2,3,4,6;memory hierarchy@p3;streaming@p6","systolic@p1,2,6;tiling@p1,2,3,6;dataflow@p2,3,7;pipeline@p2,3,4,6;memory hierarchy@p3",high, cpu;ps ;host;offload;cpu-fpga;processing system;hybrid," cpu@p1,2,4,5,6,7;ps @p1,2,3,4,5,6;host@p4,5;offload@p5,6;cpu-fpga@p6;processing system@p7;hybrid@p7","cpu@p1,2,4,5,6,7;ps @p1,2,3,4,5,6;host@p4,5;offload@p5,6;cpu-fpga@p6",high,cpu_fpga_fallback:high;dataflow:high;hls:high,"cpu_fpga_fallback:high via  cpu@p1,2,4,5,6,7;ps @p1,2,3,4,5,6;host@p4,5;offload@p5,6;cpu-fpga@p6;processing system@p7;hybrid@p7"
2504.01806v2,2504.01806,Quattro: Transformer-Accelerated Iterative Linear Quadratic Regulator Framework for Fast Trajectory Optimization,2025,eess.SY,eess.SY|cs.RO,LLM-inference-on-FPGA-papers/papers/2504.01806v2.pdf,de749f048c6cdace7932dcc53ef61b7e5158f65df736732b1ac7ffc845e8db91,8,yes,ok,full_paper, llm;transformer;attention;decode;inference,0.45,low,tensor,"tensor@p3,8","tensor@p3,8",medium,high-level synthesis; hls,"high-level synthesis@p3; hls@p3,5","high-level synthesis@p3;hls@p3,5",none,,,,medium,register-transfer;verilog,register-transfer@p3;verilog@p5,register-transfer@p3;verilog@p5,medium,pipeline;dataflow,"pipeline@p1,5;dataflow@p8","pipeline@p1,5;dataflow@p8",high, cpu;co-design;ps ;processing system," cpu@p1,5,6,7;co-design@p1;ps @p1,2,5,6,7;processing system@p8","cpu@p1,5,6,7;co-design@p1;ps @p1,2,5,6,7;processing system@p8",high,cpu_fpga_fallback:high;param_rtl:medium;hls:medium,"cpu_fpga_fallback:high via  cpu@p1,5,6,7;co-design@p1;ps @p1,2,5,6,7;processing system@p8"
2504.09561v1,2504.09561,LoopLynx: A Scalable Dataflow Architecture for Efficient LLM Inference,2025,cs.AR,cs.AR,LLM-inference-on-FPGA-papers/papers/2504.09561v1.pdf,ec1414a11856842e6ae5bc705891fed12649b8ad422e464b6da5bd0b6fd2e937,7,yes,ok,full_paper, llm;large language model;transformer;attention;gpt;kv cache;token;prefill;decode;inference,0.91,low,tensor,tensor@p5,tensor@p5,low, hls, hls@p5,hls@p5,medium,overlay;instruction set,"overlay@p1;instruction set@p2,3","overlay@p1;instruction set@p2,3",none,,,,high,dataflow;pipeline;systolic,"dataflow@p1,2,3,4,5,6;pipeline@p2,3,4;systolic@p2","dataflow@p1,2,3,4,5,6;pipeline@p2,3,4;systolic@p2",high,hybrid;ps ;host,"hybrid@p1,2,3,5,6;ps @p1,5;host@p2","hybrid@p1,2,3,5,6;ps @p1,5;host@p2",high,dataflow:high;cpu_fpga_fallback:high;overlay:medium,"dataflow:high via dataflow@p1,2,3,4,5,6;pipeline@p2,3,4;systolic@p2"
2504.10411v1,2504.10411,FPGA-Optimized Hardware Accelerator for Fast Fourier Transform and Singular Value Decomposition in AI,2025,cs.AR,cs.AR,LLM-inference-on-FPGA-papers/papers/2504.10411v1.pdf,88b89ebafc1a9a2a804ba2816a000ef0425101e59875eaa2edcf36f2016e346f,5,yes,ok,full_paper,,0.00,none,,,,none,,,,none,,,,low,hardware description,hardware description@p3,hardware description@p3,none,,,,low,ps ,"ps @p1,4","ps @p1,4",low,param_rtl:low;cpu_fpga_fallback:low,param_rtl:low via hardware description@p3
2504.11124v1,2504.11124,A Unified Hardware Accelerator for Fast Fourier Transform and Number Theoretic Transform,2025,cs.CR,cs.CR|eess.SP,LLM-inference-on-FPGA-papers/papers/2504.11124v1.pdf,77a2c2c06ec0dd049454321c28c973937b4ec3d72f76e0ae9fe4ef091ba6f538,5,yes,ok,full_paper,,0.00,none,,,,low,high-level synthesis,high-level synthesis@p1,high-level synthesis@p1,none,,,,medium,verilog;hardware description,verilog@p3;hardware description@p3,verilog@p3;hardware description@p3,low,pipeline,"pipeline@p1,3,4,5","pipeline@p1,3,4,5",low,ps ,"ps @p1,4,5","ps @p1,4,5",low,param_rtl:medium;hls:low;dataflow:low,param_rtl:medium via verilog@p3;hardware description@p3
2504.14641v3,2504.14641,HLSTester: Efficient Testing of Behavioral Discrepancies with LLMs for High-Level Synthesis,2025,cs.SE,cs.SE|eess.SY,LLM-inference-on-FPGA-papers/papers/2504.14641v3.pdf,785d3645447f5abfb5ecb3135dd5a20bad0ae42e95b44da0fe86c56cf87f1b75,9,yes,ok,full_paper, llm;large language model;transformer;attention;gpt,0.45,none,,,,high,high-level synthesis; hls;vitis hls,"high-level synthesis@p1,2,9; hls@p1,2,3,4,5,6,7,8,9;vitis hls@p3,7","high-level synthesis@p1,2,9;hls@p1,2,3,4,5,6,7,8,9;vitis hls@p3,7",none,,,,high,verilog;hardware description; rtl,"verilog@p1,9;hardware description@p1; rtl@p2,3,5,9","verilog@p1,9;hardware description@p1;rtl@p2,3,5,9",medium,pipeline;dataflow,"pipeline@p1,2,3,6;dataflow@p2,6","pipeline@p1,2,3,6;dataflow@p2,6",high, cpu;ps ;co-design;cpu-fpga;heterogeneous," cpu@p1,2,3,8;ps @p2,5,6;co-design@p9;cpu-fpga@p9;heterogeneous@p9","cpu@p1,2,3,8;ps @p2,5,6;co-design@p9;cpu-fpga@p9;heterogeneous@p9",high,cpu_fpga_fallback:high;param_rtl:high;hls:high,"cpu_fpga_fallback:high via  cpu@p1,2,3,8;ps @p2,5,6;co-design@p9;cpu-fpga@p9;heterogeneous@p9"
2504.16112v2,2504.16112,"HPU: High-Bandwidth Processing Unit for Scalable, Cost-effective LLM Inference via GPU Co-processing",2025,cs.AR,cs.AR|cs.AI|cs.CL|cs.DC,LLM-inference-on-FPGA-papers/papers/2504.16112v2.pdf,213bc5f4839143796fc7f26ab61a4de490f60adccd62dea250305148fa88d733,7,yes,ok,full_paper, llm;large language model;transformer;attention;gpt;kv cache;token;autoregressive;decode;inference,0.91,low,tensor,"tensor@p3,4,5,6","tensor@p3,4,5,6",none,,,,none,,,,none,,,,low,pipeline,"pipeline@p3,4,5,6,7","pipeline@p3,4,5,6,7",high,offload;heterogeneous;ps ; cpu;host;processing system,"offload@p1,3,5,6;heterogeneous@p1,2,3,4,5,6,7;ps @p2,3,6; cpu@p3,4,5;host@p3,5,6;processing system@p7","offload@p1,3,5,6;heterogeneous@p1,2,3,4,5,6,7;ps @p2,3,6;cpu@p3,4,5;host@p3,5,6",high,cpu_fpga_fallback:high;mlir_circt:low;dataflow:low,"cpu_fpga_fallback:high via offload@p1,3,5,6;heterogeneous@p1,2,3,4,5,6,7;ps @p2,3,6; cpu@p3,4,5;host@p3,5,6;processing system@p7"
2504.16266v2,2504.16266,TeLLMe: An Energy-Efficient Ternary LLM Accelerator for Prefilling and Decoding on Edge FPGAs,2025,cs.AR,cs.AR|cs.LG,LLM-inference-on-FPGA-papers/papers/2504.16266v2.pdf,9e4ecda5d05cebf946e014f071dd1c7935092d022b5b36fa74bb15254eab6b34,9,yes,ok,full_paper, llm;large language model;transformer;attention;gpt;kv cache;token;autoregressive;prefill;decode;inference,1.00,low,tensor,tensor@p2,tensor@p2,medium, hls;vitis hls, hls@p7;vitis hls@p7,hls@p7;vitis hls@p7,none,,,,none,,,,high,pipeline;dataflow;memory hierarchy;operator fusion,"pipeline@p2,3,4,7;dataflow@p3,4;memory hierarchy@p3;operator fusion@p7","pipeline@p2,3,4,7;dataflow@p3,4;memory hierarchy@p3;operator fusion@p7",high, cpu;hybrid;ps ;host;processing system," cpu@p2,3,8,9;hybrid@p2;ps @p3,4,7;host@p8;processing system@p9","cpu@p2,3,8,9;hybrid@p2;ps @p3,4,7;host@p8;processing system@p9",high,cpu_fpga_fallback:high;dataflow:high;hls:medium,"cpu_fpga_fallback:high via  cpu@p2,3,8,9;hybrid@p2;ps @p3,4,7;host@p8;processing system@p9"
2504.16269v2,2504.16269,COBRA: Algorithm-Architecture Co-optimized Binary Transformer Accelerator for Edge Inference,2025,cs.AR,cs.AR|cs.LG,LLM-inference-on-FPGA-papers/papers/2504.16269v2.pdf,6bc06ffc5a64e037a1338ba84a46afff4e7719b5f27617bb5270b54fe21117e2,9,yes,ok,full_paper,large language model;transformer;attention;token;inference,0.45,none,,,,medium, hls;vitis hls, hls@p8;vitis hls@p8,hls@p8;vitis hls@p8,none,,,,none,,,,medium,pipeline;systolic,"pipeline@p6,8,9;systolic@p9","pipeline@p6,8,9;systolic@p9",high,co-design;ps ; cpu;processing system;hybrid,"co-design@p1,3,9;ps @p1,3,4,5,7,8,9; cpu@p8;processing system@p9;hybrid@p9","co-design@p1,3,9;ps @p1,3,4,5,7,8,9;cpu@p8;processing system@p9;hybrid@p9",high,cpu_fpga_fallback:high;hls:medium;dataflow:medium,"cpu_fpga_fallback:high via co-design@p1,3,9;ps @p1,3,4,5,7,8,9; cpu@p8;processing system@p9;hybrid@p9"
2504.17376v1,2504.17376,On-Device Qwen2.5: Efficient LLM Inference with Model Compression and Hardware Acceleration,2025,cs.AR,cs.AR|cs.LG,LLM-inference-on-FPGA-papers/papers/2504.17376v1.pdf,9598e3dae377a1c5e9549f9008db106b08a36a47dd84f365ac2bb664527967c9,5,yes,ok,full_paper, llm;large language model;transformer;attention;gpt;token;prefill;decode;inference,0.82,none,,,,none,,,,none,,,,none,,,,high,pipeline;spatial accelerator;streaming,"pipeline@p1,3;spatial accelerator@p2;streaming@p3","pipeline@p1,3;spatial accelerator@p2;streaming@p3",high, cpu;offload;hybrid;heterogeneous;ps ;processing system," cpu@p1;offload@p1;hybrid@p1;heterogeneous@p1;ps @p2;processing system@p3,4,5",cpu@p1;offload@p1;hybrid@p1;heterogeneous@p1;ps @p2,high,cpu_fpga_fallback:high;dataflow:high,"cpu_fpga_fallback:high via  cpu@p1;offload@p1;hybrid@p1;heterogeneous@p1;ps @p2;processing system@p3,4,5"
2504.17929v2,2504.17929,ApproXAI: Energy-Efficient Hardware Acceleration of Explainable AI using Approximate Computing,2025,cs.AI,cs.AI|cs.AR,LLM-inference-on-FPGA-papers/papers/2504.17929v2.pdf,be26b9bfece5851be3a4e551024beeb08436d8741825650e874a556551e71476,9,yes,ok,full_paper,inference,0.09,low,tensor,"tensor@p3,4,5,6","tensor@p3,4,5,6",none,,,,none,,,,low,verilog,verilog@p6,verilog@p6,low,systolic,systolic@p1,systolic@p1,high, cpu;ps ;host;co-design," cpu@p2,5,6,7;ps @p3,4,5,7,8,9;host@p7;co-design@p9","cpu@p2,5,6,7;ps @p3,4,5,7,8,9;host@p7;co-design@p9",high,cpu_fpga_fallback:high;param_rtl:low;mlir_circt:low,"cpu_fpga_fallback:high via  cpu@p2,5,6,7;ps @p3,4,5,7,8,9;host@p7;co-design@p9"
2504.21187v1,2504.21187,LIFT: LLM-Based Pragma Insertion for HLS via GNN Supervised Fine-Tuning,2025,cs.LG,cs.LG,LLM-inference-on-FPGA-papers/papers/2504.21187v1.pdf,921d038cefa1395c43efbdc3861d2fcbc82ad75aa770927bd764f8ba22bd1bd2,10,yes,ok,full_paper, llm;large language model;transformer;attention;gpt;token;autoregressive;inference,0.73,high,affine;llvm;tensor,"affine@p1;llvm@p3,6;tensor@p4","affine@p1;llvm@p3,6;tensor@p4",high,high-level synthesis; hls;vitis hls;vivado hls;llvm;high level synthesis,"high-level synthesis@p1,2,9; hls@p1,2,3,4,5,6,7,8,9,10;vitis hls@p1,2,3,8,9;vivado hls@p2;llvm@p3,6;high level synthesis@p9","high-level synthesis@p1,2,9;hls@p1,2,3,4,5,6,7,8,9,10;vitis hls@p1,2,3,8,9;vivado hls@p2;llvm@p3,6",low,microarchitecture,"microarchitecture@p1,2","microarchitecture@p1,2",medium, rtl;verilog," rtl@p1;verilog@p3,9","rtl@p1;verilog@p3,9",medium,tiling;pipeline,"tiling@p2,3,6,7;pipeline@p3,6,7,8","tiling@p2,3,6,7;pipeline@p3,6,7,8",medium,hybrid;ps ,hybrid@p2;ps @p7,hybrid@p2;ps @p7,high,hls:high;mlir_circt:high;param_rtl:medium,"hls:high via high-level synthesis@p1,2,9; hls@p1,2,3,4,5,6,7,8,9,10;vitis hls@p1,2,3,8,9;vivado hls@p2;llvm@p3,6;high level synthesis@p9"
2505.03745v1,2505.03745,AccLLM: Accelerating Long-Context LLM Inference Via Algorithm-Hardware Co-Design,2025,cs.AR,cs.AR|cs.AI|cs.LG,LLM-inference-on-FPGA-papers/papers/2505.03745v1.pdf,9d183689febd28655e39b0b35fddc464d32306e4138f8817d2c269f96f1c4aca,13,yes,ok,full_paper, llm;large language model;transformer;attention;gpt;kv cache;token;autoregressive;prefill;decode;inference,1.00,none,,,,none,,,,low,microarchitecture,microarchitecture@p12,microarchitecture@p12,medium,verilog; rtl,verilog@p9; rtl@p9,verilog@p9;rtl@p9,high,pipeline;dataflow;streaming,"pipeline@p1,3,7;dataflow@p2,7,8,12;streaming@p12","pipeline@p1,3,7;dataflow@p2,7,8,12;streaming@p12",high,co-design;ps ; cpu;host;cpu-fpga;heterogeneous,"co-design@p1,2,12;ps @p1,3; cpu@p7,11;host@p7;cpu-fpga@p11;heterogeneous@p11","co-design@p1,2,12;ps @p1,3;cpu@p7,11;host@p7;cpu-fpga@p11",high,cpu_fpga_fallback:high;dataflow:high;param_rtl:medium,"cpu_fpga_fallback:high via co-design@p1,2,12;ps @p1,3; cpu@p7,11;host@p7;cpu-fpga@p11;heterogeneous@p11"
2505.06578v1,2505.06578,Compact and Efficient Neural Networks for Image Recognition Based on Learned 2D Separable Transform,2025,cs.CV,cs.CV|cs.LG,LLM-inference-on-FPGA-papers/papers/2505.06578v1.pdf,afbc3a0d515a48940df27f2953af6049cb0193999756b20d720b61c391b0e7e6,6,yes,ok,full_paper,inference,0.09,none,,,,none,,,,none,,,,none,,,,low,systolic,systolic@p6,systolic@p6,medium, cpu;ps , cpu@p5;ps @p5,cpu@p5;ps @p5,medium,cpu_fpga_fallback:medium;dataflow:low,cpu_fpga_fallback:medium via  cpu@p5;ps @p5
2505.06847v1,2505.06847,Image processing Application Development on Software Configurable Processor Array,2025,cs.AR,cs.AR,LLM-inference-on-FPGA-papers/papers/2505.06847v1.pdf,3630acdadff08a8ccc05192d700f9acdb666c41de0026e3bc1a120c15d1152d3,6,yes,ok,full_paper,decode,0.09,none,,,,none,,,,low,instruction set,instruction set@p1,instruction set@p1,none,,,,low,pipeline,pipeline@p5,pipeline@p5,high,ps ;processing system;host,"ps @p1;processing system@p2;host@p4,5","ps @p1;processing system@p2;host@p4,5",high,cpu_fpga_fallback:high;overlay:low;dataflow:low,"cpu_fpga_fallback:high via ps @p1;processing system@p2;host@p4,5"
2505.08992v3,2505.08992,Dataflow & Tiling Strategies in Edge-AI FPGA Accelerators: A Comprehensive Literature Review,2025,cs.AR,cs.AR,LLM-inference-on-FPGA-papers/papers/2505.08992v3.pdf,2c7fd877e9381c2615b4828957cb907a5767f85ad7efae516b4046fd14adabc7,9,yes,ok,full_paper,large language model;transformer;token;inference,0.36,low,tensor,tensor@p1,tensor@p1,low, hls," hls@p1,2,4,5,6,8","hls@p1,2,4,5,6,8",none,,,,low, rtl," rtl@p1,2,5,8","rtl@p1,2,5,8",high,dataflow;streaming;tiling;pipeline;systolic;double buffering,"dataflow@p1,2,3,4,5,7,8,9;streaming@p1,2,4,7,8;tiling@p1,4,5,6,7,8;pipeline@p2,6,7,8;systolic@p2;double buffering@p5,6","dataflow@p1,2,3,4,5,7,8,9;streaming@p1,2,4,7,8;tiling@p1,4,5,6,7,8;pipeline@p2,6,7,8;systolic@p2",high, cpu;hybrid;ps ;co-design," cpu@p1,5;hybrid@p1,7,8,9;ps @p2,3,5,6,7,8;co-design@p5","cpu@p1,5;hybrid@p1,7,8,9;ps @p2,3,5,6,7,8;co-design@p5",high,dataflow:high;cpu_fpga_fallback:high;param_rtl:low,"dataflow:high via dataflow@p1,2,3,4,5,7,8,9;streaming@p1,2,4,7,8;tiling@p1,4,5,6,7,8;pipeline@p2,6,7,8;systolic@p2;double buffering@p5,6"
2505.12771v1,2505.12771,FireFly-T: High-Throughput Sparsity Exploitation for Spiking Transformer Acceleration with Dual-Engine Overlay Architecture,2025,cs.AR,cs.AR,LLM-inference-on-FPGA-papers/papers/2505.12771v1.pdf,f2861a3d8a5741416fa6e05ca002ff4633d13a97251fa6e6ebc1efc6c427ffe1,14,yes,ok,full_paper,transformer;attention;token;decode;inference,0.45,low,tensor,tensor@p13,tensor@p13,none,,,,medium,overlay;microarchitecture,"overlay@p1,2,3,5,9,11,12,13;microarchitecture@p2,13,14","overlay@p1,2,3,5,9,11,12,13;microarchitecture@p2,13,14",low,verilog,verilog@p9,verilog@p9,high,dataflow;pipeline;systolic;tiling,"dataflow@p1,2,4,5,7,8,9,11,12,13;pipeline@p2,3,4,5,8;systolic@p3,4,5,7,8,14;tiling@p8,9","dataflow@p1,2,4,5,7,8,9,11,12,13;pipeline@p2,3,4,5,8;systolic@p3,4,5,7,8,14;tiling@p8,9",high,ps ;processing system;co-design;hybrid,"ps @p1,2,3,4,5,8,9,11,12;processing system@p3,13;co-design@p11,12,13;hybrid@p12,14","ps @p1,2,3,4,5,8,9,11,12;processing system@p3,13;co-design@p11,12,13;hybrid@p12,14",high,dataflow:high;cpu_fpga_fallback:high;overlay:medium,"dataflow:high via dataflow@p1,2,4,5,7,8,9,11,12,13;pipeline@p2,3,4,5,8;systolic@p3,4,5,7,8,14;tiling@p8,9"
2505.16335v1,2505.16335,FPQVAR: Floating Point Quantization for Visual Autoregressive Model with FPGA Hardware Co-design,2025,cs.CV,cs.CV|cs.AI,LLM-inference-on-FPGA-papers/papers/2505.16335v1.pdf,5ca5a14e5bf8ba21b1d9300efb752b7d3174e41ec5f578c6572923a1932e103a,10,yes,ok,full_paper, llm;large language model;transformer;attention;gpt;kv cache;token;autoregressive;decode;inference,0.91,low,tensor,"tensor@p3,5,6","tensor@p3,5,6",medium, hls;vitis hls, hls@p6;vitis hls@p6,hls@p6;vitis hls@p6,none,,,,none,,,,low,pipeline,"pipeline@p1,2,4,5,6,7,9,10","pipeline@p1,2,4,5,6,7,9,10",high,co-design;ps ;processing system;hybrid,"co-design@p1,2,4,6,10;ps @p1,3,5,7,9;processing system@p9,10;hybrid@p10","co-design@p1,2,4,6,10;ps @p1,3,5,7,9;processing system@p9,10;hybrid@p10",high,cpu_fpga_fallback:high;hls:medium;mlir_circt:low,"cpu_fpga_fallback:high via co-design@p1,2,4,6,10;ps @p1,3,5,7,9;processing system@p9,10;hybrid@p10"
2505.17662v5,2505.17662,Automating Versatile Time-Series Analysis with Tiny Transformers on Embedded FPGAs,2025,cs.LG,cs.LG,LLM-inference-on-FPGA-papers/papers/2505.17662v5.pdf,6a7db36631dbd4ce5454de853c620ec74c5b3ad511bc40e16037d0a2004560f6,6,yes,ok,full_paper,transformer;attention;inference,0.27,low,tensor,"tensor@p2,3","tensor@p2,3",none,,,,low,instruction set,instruction set@p2,instruction set@p2,high,vhdl; rtl;synthesizable,"vhdl@p1,2,3,4,6; rtl@p1,2,3,4;synthesizable@p3,4","vhdl@p1,2,3,4,6;rtl@p1,2,3,4;synthesizable@p3,4",low,tiling,tiling@p2,tiling@p2,medium,hybrid;ps ,"hybrid@p2,4,6;ps @p2,3,4,5,6","hybrid@p2,4,6;ps @p2,3,4,5,6",high,param_rtl:high;cpu_fpga_fallback:medium;overlay:low,"param_rtl:high via vhdl@p1,2,3,4,6; rtl@p1,2,3,4;synthesizable@p3,4"
2505.18975v4,2505.18975,FastMamba: A High-Speed and Efficient Mamba Accelerator on FPGA with Accurate Quantization,2025,cs.AR,cs.AR|cs.AI,LLM-inference-on-FPGA-papers/papers/2505.18975v4.pdf,28c2fd79f07e99d0b283b22ba825fc73ec1f1d47215f236c770cecc353cbc85a,6,yes,ok,full_paper, llm;large language model;transformer;attention;token;prefill;decode;inference,0.73,low,tensor,"tensor@p1,3,5","tensor@p1,3,5",none,,,,none,,,,none,,,,medium,dataflow;pipeline,"dataflow@p1,4;pipeline@p1,2,6","dataflow@p1,4;pipeline@p1,2,6",high, cpu;co-design;ps ;processing system," cpu@p1,5,6;co-design@p1,2,6;ps @p3,4,5;processing system@p6","cpu@p1,5,6;co-design@p1,2,6;ps @p3,4,5;processing system@p6",high,cpu_fpga_fallback:high;dataflow:medium;mlir_circt:low,"cpu_fpga_fallback:high via  cpu@p1,5,6;co-design@p1,2,6;ps @p3,4,5;processing system@p6"
2505.20250v2,2505.20250,Efficient Optimization Accelerator Framework for Multistate Ising Problems,2025,cs.AR,cs.AR|cs.DC|cs.ET|cs.LG|stat.CO,LLM-inference-on-FPGA-papers/papers/2505.20250v2.pdf,ce955cbf7464efa4f1e81770e16548463767ffb4c23a9d51db587fd0233c41ed,37,yes,ok,full_paper,attention,0.09,low,tensor,"tensor@p5,7","tensor@p5,7",none,,,,none,,,,none,,,,none,,,,medium,ps ; cpu,"ps @p5,6,7; cpu@p7,9","ps @p5,6,7;cpu@p7,9",medium,cpu_fpga_fallback:medium;mlir_circt:low,"cpu_fpga_fallback:medium via ps @p5,6,7; cpu@p7,9"
2505.22194v2,2505.22194,Refining Datapath for Microscaling ViTs,2025,cs.AR,cs.AR,LLM-inference-on-FPGA-papers/papers/2505.22194v2.pdf,896fd54489582cb3aa19db10cce5398bfe95c860918ad3ea255736688d4a377c,10,yes,ok,full_paper, llm;large language model;transformer;attention;gpt;token;inference,0.64,low,tensor,"tensor@p2,3,4,6,7","tensor@p2,3,4,6,7",low,high-level synthesis,high-level synthesis@p9,high-level synthesis@p9,low,microarchitecture,"microarchitecture@p8,9,10","microarchitecture@p8,9,10",none,,,,high,dataflow;streaming;pipeline;systolic;tiling,"dataflow@p2,8,9,10;streaming@p2;pipeline@p2;systolic@p2,8,9;tiling@p2","dataflow@p2,8,9,10;streaming@p2;pipeline@p2;systolic@p2,8,9;tiling@p2",high, cpu;ps ;co-design;processing system;hybrid;heterogeneous," cpu@p1,6,8;ps @p1,4,7,8;co-design@p8,9,10;processing system@p9;hybrid@p9;heterogeneous@p9","cpu@p1,6,8;ps @p1,4,7,8;co-design@p8,9,10;processing system@p9;hybrid@p9",high,cpu_fpga_fallback:high;dataflow:high;overlay:low,"cpu_fpga_fallback:high via  cpu@p1,6,8;ps @p1,4,7,8;co-design@p8,9,10;processing system@p9;hybrid@p9;heterogeneous@p9"
2506.03938v2,2506.03938,FPGA-Enabled Machine Learning Applications in Earth Observation: A Systematic Review,2025,cs.LG,cs.LG|cs.AR,LLM-inference-on-FPGA-papers/papers/2506.03938v2.pdf,927b3bfa9b5ddccbc633e7086ce398daf3525f8876c3d78ec3544d4a9e43db62,35,yes,ok,full_paper,transformer;gpt;token;inference,0.36,low,tensor,"tensor@p13,14,15","tensor@p13,14,15",medium,high-level synthesis; hls,"high-level synthesis@p17,19; hls@p18,19,21,29","high-level synthesis@p17,19;hls@p18,19,21,29",low,microarchitecture,microarchitecture@p29,microarchitecture@p29,medium,hardware description;vhdl,"hardware description@p3,17;vhdl@p19","hardware description@p3,17;vhdl@p19",high,systolic;pipeline;dataflow,"systolic@p1,21,22,27;pipeline@p2,15,21,23,24,25,27,29;dataflow@p21,24","systolic@p1,21,22,27;pipeline@p2,15,21,23,24,25,27,29;dataflow@p21,24",high, cpu;host;hybrid;ps ;heterogeneous," cpu@p3,12,13,14,17,19,20,21;host@p5,6,15,16,18;hybrid@p6,18;ps @p7,9,11,13,15,18,19,20,21,22,23,25,26,27,29;heterogeneous@p7","cpu@p3,12,13,14,17,19,20,21;host@p5,6,15,16,18;hybrid@p6,18;ps @p7,9,11,13,15,18,19,20,21,22,23,25,26,27,29;heterogeneous@p7",high,cpu_fpga_fallback:high;dataflow:high;param_rtl:medium,"cpu_fpga_fallback:high via  cpu@p3,12,13,14,17,19,20,21;host@p5,6,15,16,18;hybrid@p6,18;ps @p7,9,11,13,15,18,19,20,21,22,23,25,26,27,29;heterogeneous@p7"
2506.04780v1,2506.04780,A high-sensitivity frequency counter for free-induction-decay signals,2025,physics.ins-det,physics.ins-det|physics.atom-ph,LLM-inference-on-FPGA-papers/papers/2506.04780v1.pdf,11b4359d39b89f2e3fa22953d38dc7e297f062ec3a4ce362d911dd0f3aa96db6,6,yes,ok,full_paper,,0.00,none,,,,none,,,,none,,,,none,,,,none,,,,high, cpu;processing system;ps , cpu@p1;processing system@p2;ps @p2,cpu@p1;processing system@p2;ps @p2,low,cpu_fpga_fallback:high,cpu_fpga_fallback:high via  cpu@p1;processing system@p2;ps @p2
